,target-var,in-sample-accuracy,out-of-sample-accuracy,sma,rsi
1079,30,0.5715447154471545,0.5676004872107187,15,9
1080,1,0.5252032520325203,0.5286236297198539,15,10
1081,2,0.5317073170731708,0.5651644336175395,15,10
1082,3,0.8276422764227642,0.853836784409257,15,10
1083,4,0.7878048780487805,0.758830694275274,15,10
1084,5,0.5926829268292683,0.5785627283800243,15,10
1085,6,0.5617886178861788,0.5566382460414129,15,10
1086,7,0.5414634146341464,0.5493300852618758,15,10
1087,8,0.6317073170731707,0.6199756394640682,15,10
1088,9,0.7268292682926829,0.7405602923264312,15,10
1089,10,0.8357723577235773,0.8465286236297198,15,10
1090,11,0.8276422764227642,0.853836784409257,15,10
1091,12,0.7528455284552845,0.7539585870889159,15,10
1092,13,0.5617886178861788,0.5566382460414129,15,10
1093,14,0.9512195121951219,0.9585870889159561,15,10
1094,15,0.7878048780487805,0.758830694275274,15,10
1095,16,0.6853658536585366,0.6881851400730816,15,10
1096,17,0.9227642276422764,0.904993909866017,15,10
1097,18,0.5926829268292683,0.5785627283800243,15,10
1098,19,0.5252032520325203,0.5286236297198539,15,10
1099,20,0.5983739837398374,0.5907429963459196,15,10
1100,21,0.6658536585365854,0.6467722289890377,15,10
1101,22,0.7658536585365854,0.7637028014616322,15,10
1102,23,0.591869918699187,0.5834348355663824,15,10
1103,24,0.591869918699187,0.5834348355663824,15,10
1104,25,0.591869918699187,0.5834348355663824,15,10
1105,26,0.591869918699187,0.5834348355663824,15,10
1106,27,0.5707317073170731,0.5663824604141291,15,10
1107,28,0.5707317073170731,0.5663824604141291,15,10
1108,29,0.5707317073170731,0.5663824604141291,15,10
1109,30,0.5707317073170731,0.5663824604141291,15,10
1110,1,0.5235772357723577,0.5286236297198539,15,14
1111,2,0.5292682926829269,0.561510353227771,15,14
1112,3,0.8276422764227642,0.853836784409257,15,14
1113,4,0.7878048780487805,0.758830694275274,15,14
1114,5,0.5747967479674797,0.5578562728380024,15,14
1115,6,0.5699186991869919,0.5505481120584653,15,14
1116,7,0.540650406504065,0.5481120584652862,15,14
1117,8,0.6097560975609756,0.6151035322777101,15,14
1118,9,0.7268292682926829,0.7405602923264312,15,14
1119,10,0.8357723577235773,0.8465286236297198,15,14
1120,11,0.8276422764227642,0.853836784409257,15,14
1121,12,0.751219512195122,0.7539585870889159,15,14
1122,13,0.5699186991869919,0.5505481120584653,15,14
1123,14,0.9512195121951219,0.9585870889159561,15,14
1124,15,0.7878048780487805,0.758830694275274,15,14
1125,16,0.6796747967479675,0.6857490864799025,15,14
1126,17,0.9227642276422764,0.904993909866017,15,14
1127,18,0.5747967479674797,0.5578562728380024,15,14
1128,19,0.5235772357723577,0.5286236297198539,15,14
1129,20,0.5747967479674797,0.582216808769793,15,14
1130,21,0.6658536585365854,0.6467722289890377,15,14
1131,22,0.7658536585365854,0.7637028014616322,15,14
1132,23,0.5747967479674797,0.582216808769793,15,14
1133,24,0.5747967479674797,0.582216808769793,15,14
1134,25,0.5747967479674797,0.582216808769793,15,14
1135,26,0.5747967479674797,0.582216808769793,15,14
1136,27,0.5682926829268292,0.5773447015834349,15,14
1137,28,0.5682926829268292,0.5773447015834349,15,14
1138,29,0.5682926829268292,0.5773447015834349,15,14
1139,30,0.5682926829268292,0.5773447015834349,15,14
1140,1,0.5513866231647635,0.5122249388753056,15,21
1141,2,0.5595432300163132,0.519559902200489,15,21
1142,3,0.8450244698205547,0.8276283618581907,15,21
1143,4,0.7699836867862969,0.784841075794621,15,21
1144,5,0.5799347471451876,0.5574572127139364,15,21
1145,6,0.5513866231647635,0.5635696821515892,15,21
1146,7,0.5424143556280587,0.5366748166259169,15,21
1147,8,0.5995106035889071,0.5745721271393643,15,21
1148,9,0.731647634584013,0.7334963325183375,15,21
1149,10,0.8466557911908646,0.8312958435207825,15,21
1150,11,0.8450244698205547,0.8276283618581907,15,21
1151,12,0.7593800978792822,0.7396088019559902,15,21
1152,13,0.5513866231647635,0.5635696821515892,15,21
1153,14,0.9616639477977161,0.9425427872860636,15,21
1154,15,0.7699836867862969,0.784841075794621,15,21
1155,16,0.6810766721044046,0.676039119804401,15,21
1156,17,0.9086460032626428,0.9266503667481663,15,21
1157,18,0.5799347471451876,0.5574572127139364,15,21
1158,19,0.5513866231647635,0.5122249388753056,15,21
1159,20,0.5725938009787929,0.5880195599022005,15,21
1160,21,0.6623164763458401,0.6503667481662592,15,21
1161,22,0.7805872756933115,0.7420537897310513,15,21
1162,23,0.5880913539967374,0.5550122249388753,15,21
1163,24,0.5880913539967374,0.5550122249388753,15,21
1164,25,0.5880913539967374,0.5550122249388753,15,21
1165,26,0.5880913539967374,0.5550122249388753,15,21
1166,27,0.5889070146818923,0.5513447432762836,15,21
1167,28,0.5889070146818923,0.5513447432762836,15,21
1168,29,0.5889070146818923,0.5513447432762836,15,21
1169,30,0.5889070146818923,0.5513447432762836,15,21
1170,1,0.532733224222586,0.5214723926380368,15,28
1171,2,0.5400981996726678,0.5325153374233129,15,28
1172,3,0.8338788870703764,0.8429447852760736,15,28
1173,4,0.7806873977086743,0.7705521472392638,15,28
1174,5,0.5499181669394435,0.5877300613496933,15,28
1175,6,0.5270049099836334,0.561963190184049,15,28
1176,7,0.5343698854337152,0.5840490797546012,15,28
1177,8,0.5711947626841244,0.5865030674846625,15,28
1178,9,0.7495908346972177,0.7079754601226994,15,28
1179,10,0.8346972176759411,0.849079754601227,15,28
1180,11,0.8338788870703764,0.8429447852760736,15,28
1181,12,0.7454991816693944,0.7607361963190185,15,28
1182,13,0.5270049099836334,0.561963190184049,15,28
1183,14,0.9549918166939444,0.9521472392638037,15,28
1184,15,0.7806873977086743,0.7705521472392638,15,28
1185,16,0.693126022913257,0.656441717791411,15,28
1186,17,0.9247135842880524,0.901840490797546,15,28
1187,18,0.5499181669394435,0.5877300613496933,15,28
1188,19,0.532733224222586,0.5214723926380368,15,28
1189,20,0.5548281505728314,0.5693251533742332,15,28
1190,21,0.6702127659574468,0.6392638036809816,15,28
1191,22,0.7569558101472995,0.7766871165644171,15,28
1192,23,0.5531914893617021,0.5754601226993865,15,28
1193,24,0.5531914893617021,0.5754601226993865,15,28
1194,25,0.5531914893617021,0.5754601226993865,15,28
1195,26,0.5531914893617021,0.5754601226993865,15,28
1196,27,0.5474631751227496,0.5815950920245399,15,28
1197,28,0.5474631751227496,0.5815950920245399,15,28
1198,29,0.5474631751227496,0.5815950920245399,15,28
1199,30,0.5474631751227496,0.5815950920245399,15,28
